PayPeriodGenID,CompanyRuleID,StartDate,EndDate,TaxYear,CalendarYear,CalendarMonth,PayPeriodInTaxYear,PayPeriodsInMonth,PayPeriodNumberInMonth,PreviousPayPeriodGenID,NextPayPeriodGenID,CalendarDaysInPeriod,WorkDaysInPayPeriod,BusinessDaysInPayPeriod,PayPeriodsInTaxYear,WeeksInMonth
405,5,2023-07-01 00:00:00.000,2023-07-31 00:00:00.000,15,2023,7,5,1,1,403,406,31.00,21.00,21.00,12,4
406,5,2023-08-01 00:00:00.000,2023-08-31 00:00:00.000,15,2023,8,6,1,1,405,409,31.00,23.00,22.00,12,4
407,4,2023-08-01 00:00:00.000,2023-08-31 00:00:00.000,15,2023,8,6,1,1,404,408,31.00,23.00,22.00,12,4
408,4,2023-09-01 00:00:00.000,2023-09-30 00:00:00.000,15,2023,9,7,1,1,407,410,30.00,21.00,21.00,12,4
409,5,2023-09-01 00:00:00.000,2023-09-30 00:00:00.000,15,2023,9,7,1,1,406,411,30.00,21.00,21.00,12,4
410,4,2023-10-01 00:00:00.000,2023-10-31 00:00:00.000,15,2023,10,8,1,1,408,412,31.00,22.00,22.00,12,4
411,5,2023-10-01 00:00:00.000,2023-10-31 00:00:00.000,15,2023,10,8,1,1,409,413,31.00,22.00,22.00,12,4
412,4,2023-11-01 00:00:00.000,2023-11-30 00:00:00.000,15,2023,11,9,1,1,410,414,30.00,22.00,22.00,12,4
413,5,2023-11-01 00:00:00.000,2023-11-30 00:00:00.000,15,2023,11,9,1,1,411,415,30.00,22.00,22.00,12,4
414,4,2023-12-01 00:00:00.000,2023-12-31 00:00:00.000,15,2023,12,10,1,1,412,416,31.00,21.00,19.00,12,4
415,5,2023-12-01 00:00:00.000,2023-12-31 00:00:00.000,15,2023,12,10,1,1,413,417,31.00,21.00,19.00,12,4
416,4,2024-01-01 00:00:00.000,2024-01-31 00:00:00.000,15,2024,1,11,1,1,414,418,31.00,23.00,22.00,12,4
417,5,2024-01-01 00:00:00.000,2024-01-31 00:00:00.000,15,2024,1,11,1,1,415,419,31.00,23.00,22.00,12,4
418,4,2024-02-01 00:00:00.000,2024-02-29 00:00:00.000,15,2024,2,12,1,1,416,420,29.00,21.00,21.00,12,4
419,5,2024-02-01 00:00:00.000,2024-02-29 00:00:00.000,15,2024,2,12,1,1,417,421,29.00,21.00,21.00,12,4
420,4,2024-03-01 00:00:00.000,2024-03-31 00:00:00.000,16,2024,3,1,1,1,418,0,31.00,21.00,20.00,1,4
421,5,2024-03-01 00:00:00.000,2024-03-31 00:00:00.000,16,2024,3,1,1,1,419,0,31.00,21.00,20.00,1,4
